,title
3016,"Так и вижу упоительную картину: тесный квадратный дворик с высокими стенами и единственной стальной дверью, клочок девственно голубого голландского неба (вот, разве что, малое облачко запуталось в спиралях колючей проволоки), чахлый подорожник у южной стены и, конечно же, - заключённые. Ба, знакомые всё лица! Тут Владимир Владимирович чистит выданный за примерное поведение апельсин, к которому, уже готовясь драться, приглядываются с разными по мимике, но одинаково идиотскими ухмылками Сергей Борисович и Игорь Иванович. Там Борис Вячеславович репетирует с Владиславом Юрьевичем (Асланбеком Андарбековичем по некоторым версиям) репризу ""Андроид"", написанную последним для тюремного конкурса талантов (""Верю!"" - возопил бы Константин Сергеевич, к счастью, не присутствующий и потому лишённый сомнительного удовольствия наблюдать сие надругательство над человеческой природой). А во-о-он в том углу, узнаёте? Это Глеб Олегович! Прикинулся, будто дремлет на солнышке и увлечённо смакует папироску с ""дурью"", которую раздобыл, оказав одному из охранников интимную услугу, но сам исподтишка наблюдает за остальными, подрядившись за определённые преференции регулярно ""стучать"" тюремному начальству. Идиллия, да и только! Но постойте, что это? Стальная дверь открывается и во дворик, пригнувшись, дабы не задеть притолоку, входит в сопровождении двух дюжих молодцев Некто, вопиюще не вписывающийся в компанию. Высокий, плешивый, с усами. Таких в Кремле со времён Николая Павловича Романова (а может, и подолее) не бывало. О! Да это ж сам Батька Лукашенко с отпрысками! Идиллия закончилась. Путин машинально прячет апельсин за спину без особой, впрочем, надежды его сохранить: матёрых хоккеистов никакое дзюдо не остановит. Иванов с Сечиным заканчивают думать о внутренних ""разборках"" и начинают - о том, как им в случае чего отделаться без особых телесных повреждений от сынков, которые даром что дебилы, но накостылять могут одной левой. Сурков-Дудаев мигом сворачивает режиссуру и в стиле Дуремара-Басова делает вид, что он ""тут ни при чём, совсем тут ни причём"". Павловский по-прежнему недвижим, но теперь не подглядывает из-под прикрытых век - он далеко отбросил недокуренный бычок и крепко зажмурился, чтоб грозная троица не подумала чего плохого. И только Грызлов, безвозвратно войдя в образ и ничего более не замечая, продолжает попугайски твердить на разные лады фразу из роли: ""Международный трибунал - не место для юридических дискуссий!"" Однако новоприбывшим не до него. Батька исподлобья осматривает струхнувших кремлёвцев, находит хмурым взглядом цель и твёрдо направляется в сторону Путина, который в смертельной тоске нехороших предчувствий готов не только отдать Луке жалкий фрукт, но и исполнить любую его прихоть во избежание очередных побоев.Предчувствия небезосновательны. Александр Григорьевич, судя по всему, сегодня сильно не в духе, и выражение лица его сулит всякому, кто подвернётся под мощную длань, крупные неприятности. Невесть каким способом незаметно исчезли из дворика Сечин, Иванов, Сурков и Павловский, оставив бывшего шефа и бестолково токующего ""андроида"" (которого в расчёт можно не принимать) наедине с семейкой белорусов.Всё ближе Батька. Вот уж рядом он. Жутко до немоты, а бежать некуда: сзади бесстрастными истуканами, скрестивши на груди мускулистые руки, встали младшенькие Лукашенки."
3017,"- Здравствуй, Саша! Тебя уже выпустили из карцера? Рамзан-то до сих пор в лазарете. Апельсин не хочешь? - частит, пытаясь дружелюбно улыбнуться, Путин. Но улыбаться дружелюбно он разучился ещё на службе в КГБ, поэтому улыбка выходит фальшивой, а дрогнувший голос выдаёт бывшего президента бывшей Российской Федерации с головой. Батька громко сопит, не отвечая на приветствие; лапа его тянется к жертве и стальными клещами смыкается на плече ближе к шее. Видимо, экзекуции нынче не избежать. Уже смирившийся с этим фактом Путин покорно ждёт первого удара и мысленно стотысячный раз проклинает жида, который во время оно подсунул семейке престарелого алкаша именно его кандидатуру на роль преемника, что, в конечном счете, и обеспечило ему пожизненную компанию тяжёлых на руку и мозги бульбашей."
3018,"Тягучую патоку ожидания вдруг прерывает торжественный вопль Грызлова, принявшегося в отсутствии режиссёра импровизировать: ""Тюремный двор для прогулок - не место для праздных прогулок!"" Буравящий путинское лицо взгляд на несколько секунд перемещается в сторону посмевшего шуметь во время важных интеграционных процедур братских народов, затем Батька коротко кивает одному из сыновей и тот, приученный регулярными порками понимать папу без слов, ленивой походкой идёт к возмутителю спокойствия. Страшные глаза Луки вновь впиваются в Путина, который, воспользовавшись нежданной отсрочкой, уже приготовился как можно громче кричать: ""Helfen Sie mir, bitte!"" Левая ладонь мучителя сжимается в пудовый (не менее!) кулак, и... (Здесь фантазия обрывается, поскольку автора пришли арестовывать по обвинению в политическом экстремизме.)"
3019,"Я шёл на работу и вдруг почувствовал запах шоколада. Я сначала подумал, что это духи у одной из идущих передо мной женщин, но нет, я заметил мужика, раскуривающего трубку. Трубка была большая, лакированная под коричневое дерево, с узорчатым желтоватым кольцом вокруг углубления. Форма трубки была не такая, чтобы перед лицом табак дымился, а набалдашник трубки находился ниже подбородка. Я обошёл его, и пошёл медленнее, дал ему меня обогнать, я шёл сзади него, вдыхая шоколадный запах. Пока я наслаждался запахом, я рассматривал мужичка, он был небольшого роста, в тонких джинсах, причём джинсы сидели мешком, значит у него ноги были совсем тонкие, сумка болтавшаяся на плече была похожа на сумку для ноутбука, но туда больше 12 дюймов не залезло бы. Курточка Адидас, шёл он, загребая снег, меня мама отучила в детстве ""шаркать"" а он ""шаркал"", возможно, ему были тяжелы зимние сапоги. Он начал кашлять, кашель смачный, с мокротой, но недолгий, видимо давно курит, мой отец тоже иногда так откашливает херь из лёгких. Тут меня обогнала медсестра и поздоровалась с мужичком, и я понял что он работает в больнице, он направился в поликлинику, я попытался вспомнить всех врачей, которых я там видел, единственный настолько старый человек там был - хирург, возможно, это он и был."
3020,"п.с. Анон, у меня стойкое отвращение к лм-винстонам, блевать хочется после затяжки, в последнее время и кэмел с кентом опротивели, потому уже не затягивался месяца два, как думаешь, трубка более приятна для привередливых лёгких, испорченных пятью воспалениями в детстве?"
3021,"Дорогой анон я вспоминаю историю своей молодости когда я выпил лишнего и эта тварь испустив свой аромат страсти своими потными железами одурманила меня. Она затащила меня к себе кинула на кровать и разделась. Тут я осознал куда попал. Я не мог ошевелится - наверника она что то подсыпала, я смотрел на это чудовище как молодой барашек смотрит на джигита перед тем как его зарежут. Каждая складка на ее потном теле вызывала во мне тошноту. Обвисшие сиськи как два чулка с песком мотались то в лево то в право пока жируха снимала с себя понталоны. Но самое страшное это ее промежность покрытая рыжими кудрями с которых стекала слизь ее возбуждения. В воздухе запахло гнилой копустой и она сказала ""вылежи меня"". Не дожидаясь ответа она уселась мне на лицо и я ощутил апокалипсис на вкус. С легкой кислиной гнилая капуста. Она ездила по моему лицу, ее кудри щекотали мне нос а ее половые губы как два лапуха хлопали меня по щекам. Было ощущение что моя голова утонет в ее влагалище как в пещере скорби. Но нет лицо покрывалось слизью и раздрожением, боже тогда я думал за что все это, кого я так обидел что ты так надругался надо мной. Это все чертов алкоголь... Нет ну я понимаю если бы просто бы отпидарасили, так что с того - но это. Вот она схватила меня за яйца и стала теребить но ни чего не получалось член не стоял - в эту игру я не сиграю ксчастью. Оставим палки дырки для другой жертвы тварь. Неуспел я об этом подумать как эта сука даже не облизнув палец ловко просунула его в мой анус без проблем преодалев сфинтер стала нашуповать и стимулировать простату. Сука она знала что делает член встал как солдат при виде дембеля. Две ананасовых горы цилюлита и фикалий насели на меня и стали прыгать на моем хрупком юнном теле. Жир как желе дергался и плескался в разные стороно. Две отвратительные жирные сиськи били мне по лицу. И капли пота с волосатых подмышек стали капать мне на лицо. Она бесновалась на мне до тех пор пока не сломала мне ключицу и меня не вырвало прямо в ее омерзительную усатую харю. Я как сейчас помню как куски колбасы из моей блевотины падают с ее хари. А ее сереневые тени под глазами расплываются в подобие грима пьяного клоуна. Пауза тишина и она пердит на всю комнату и даже не стараясь убрать блевотину ложится рядом со мной и засыпает. Как же мне было дерьмово утром я проснулся в позе младенца, моя голова была под ее волосатой подмышкой, мой рот был забит слизью и ее лобковыми кудрями. Я лежал в блевотине и поносе с самым чудовищным китом которого ты ни когда не видел АНОН. Не повторяй моих ошибок не пей - не пей когда есть хоть маленький шанс что в радиусе 200 м есть толстуха - это я тебе как друг говорю."
3022,"Ну давай, сложи свои три пальца на руке и покрестись. Поплачь перед ликом ""святым"". Легче стало?"
3023,"Он появился ниоткуда,и так же исчез. Он может все и поможет нам. Он свет и он сидит на небе в облаках."
3024,"Да как? как верить в такой бред можно? Я не понимаю людей, которые жизнь посвящают свою этому... еще неизданному существу."
3025,"Тогда почему войны случаються? Тогда почему люди гибнут нелепо и случайно, так почему люди на преступления идут, где тот ""путь истинный"", который он должен указывать? Стоишь и стираешь колени, разбиваешь, падая на холодную плитку перед ликом ""святым"". Кидаешь последнюю копейку в эту картонную коробку, в итоге ничего не получая взамен. А каробка быстро опусташается. А потом наши ""батюшки"" с кучей мелких купюр ходят по магазинам. Раздаешь пустые, бессмысленые бумажки, тихо закидываешь их в почтовые ящики,боясь не попасть кому-нибудь на глаза."
3026,"Впихиваешь свою ""веру"". Как толстый член в младенца."
3027,Смотришь в небо... да нет там ничего кроме безмерного пространства.
3028,Давай может перекапай землю всю-отыщи там ад? Смех да и только.
3029,"Зачем верить в то, чего нет? Зачем посвящать себя тому, чего нет? Зачем любить того, кого нет? Зачем отдавать последнее тому, чего нет?"
3030,Люди сами выдумали бога. Люди сами создали веру. А не людей создал бог и вера.
3031,И пусть у меня сейчас руки отсохнут или здохну на третий день. Пусть! Если он есть!
3032,"Привет, братва! Пишет вам письмо бывший, з/к Семенченко Николай, чалился на Петровской киче, мотал по 162-й пятерик, законник по жизни, косяков не имел, с чертями знакомств не водил. Случился со мной казус, не знаю даже как и в двух словах все передать. Прошу Вас ознакомиться с моей малявой и вынести правильное решение, по всем понятиям."
3033,"В-общем, как откинулся я, так решил прогуляться по Москве, город посмотреть, по кабакам пошнырять, косточки размять. Занесла меня нелегкая в зоопарк, что на Баррикадной. Хожу, на зверушек гляжу, волков с шакалами изучаю, на козлов позорных винторогих смотрю (руками не мацал, бля буду). То да се, подошел я к клетке, где обезьяны всякие сидят и вижу - мама родная, да у них там настоящая хата, как у кума. Павиан сидит на нарах на почетном месте возле кормушки - сразу видно, смотрящий. Мартышки две зеленые прыгают по камере как чумные, то туда то сюда, визжат, пищат, одним словом черти - они и в Африке черти. На полу у параши оранжевый обезьян сидит, марафет на голове наводит - петуха сразу видно, хоть он обезьяной оденется, а все равно - петух. Вдруг вижу - идет кто-то к клетке, присмотрелся, а это сторож местный хавку несет для приматов. Павиан даже не шелохнулся, да оно и ясно, ему, по всем понятиям, черти хавку должны подносить, на то они и черти. Мартышки у кормушки так и вьются, рожи строят, прыгают, стрекочут чего-то по своему, слюнями брызжут. Пидор оранжевый виновато косится на них, подойти боится, видно знает он права свои петушиные, знает, что хавать будет что останется. Баландер осторожно так к клетке подошел, кормушку открывает, хавку вываливает, а там, екарный бабай, фрукты, век воли не видать. Натуральные фрукты, бананы с яблоками, да картошка волосатая. Где же это видано, чтобы з/к бананы, на елдак похожие, ел?! Это же натуральный косяк, за такие дела даже матерого вора в пидоры опускают моментом. А эти бляди зеленые чего творят, бананы на пол падают, так они как свиньи, ей богу, с пола их понимают и смотрящему прыг-прыг: - ""Нате Вам"", товарищ смотрящий, -""петушиной хавки отведайте"". Пахан-павиан видно тоже не понял, кто и почему рамсы попутал, мартышкам по хавальникам плюху залепил, те поняли, что накосячили, гляжу - чистят бананы, на куски ломают и около пахана на шконку кладут. Вот умора, ей богу. Павиан хавать начал, в семью никого не зовет, один челюстями двигает, глазами только на волю зыркает. Мартышки в одном углу сидят яблоки с огрызками жуют, черти полосатые. Тут вижу - петух поганый к кормушке подползает, остатки выгребает и на дальняк несет. И вдруг, вот падла, продукты на пол свалил и гадить сел. Я давай орать на него: ""Брысь с параши, пидор! Гнида, захлопни дупло свое долбанное, пацаны хавать сели, а ты, крыса, на дальняке пристроился!"". Стою, ору, себя развлекаю. И тут началось. Пахан со шконки спрыгнул, к пидору пошел, неторопливо так, по деловому. Ну, думаю, сейчас оранжевому вломят за косячничество. Петух тоже испугался, в угол потрусил, голову лапами закрывает, воет тихо, как будто извиняется. А пахан, как последняя тварь, над дальняком нагнулся, кусок глины петушиной поднял, размахнулся, и (сука буду, не вру) в меня метнул. Я аж остолбенел. Граждане дорогие, это что же такое получается??? Зашкварил, гнида!!! Ни за что, ни про что зашкварил!! Петушиным говном меня умыл, рыло беспредельное!!! Я на клетку кидаюсь, ору на него - ""Порву, тварь, сука буду - порву!! Выходи, пропадло ложкомойное, на куски тебя рвать буду!!! Меня глиной умыл, сам кровью умоешься, мразина парашная!!"" Павиан на меня кидаться начал, орет, хавальником своим вонючим на меня волну гонит. Я через ограду полез, тут менты прибежали, стукнул им, видать, кто-то. Ну, скрутили меня и в обезьянник. Да не в тот, где эти беспредельщики мохнатые сидели, а в натуральный ментовской обезьянник, он у них недалеко от метро, в отделении."
3034,"Допросили менты меня по всей форме, все смеялись, мол ""обезьяна правильного мужика зашкварила"", и всем отделением гогочут, суки ментовские. Протокол оформили, отпустили меня, расписку, гады, взяли. Подписался я, что в зоопарк этот чертячий больше ни ногой. ""В противном случае"", говорят - ""год исправиловки за хулиганку тянуть будешь"". Уважаемые воры! Прошу вас разобраться в этой казусной и абсурдной ситуации. По всем понятиям выходит, что зашкварился я по черному. Но ведь пахан обезьяний тоже зашкварился, падла, причем добровольно. Сам нагнулся и петушиное дерьмо с пола поднял. Где это видано, чтобы пахан с дальняка глину поднимал?? Какой же он пахан после этого? И нельзя меня в шкварные производить, а то получается - петухи значит своей глиной всю камеру ночью могут зашкварить и что тогда выходит - была хата воровская, а стала петушиная? Прошу с высоты вашего опыта, разрешить создавшуюся ситуацию, так как мне зашкваренным быть резона нет никакого, плевать на расписку, в зоопарк приду - замочу падлу павианскую. С уважением жду вашего ответа. Колян."
3035,"Профессор университета задал вопрос своим студентам: «Всё ли сущее создано Богом?» Студенты дружно ответили: «Да, всё». «Бог создал всё?», - спросил профессор. «Да, сэр», - ответили студенты. Профессор ответил: «Если Бог создал всё, то нужно признать и то, что Бог создал зло, потому что оно существует. И в соответствии с принципом того, что наши свершения определяют нашу сущность, можно заключить, что Бог и есть зло». Студенты умолкли, услышав такой ответ. Профессор был очень доволен собой и сообщил студентам, что он доказал мифичность веры в Бога."
3036,"Один из студентов поднял руку и спросил: «Профессор, могу я задать Вам вопрос?» «Конечно», - ответил профессор. Студент встал и спросил: «Профессор, существует ли холод»? «Что за вопрос? Естественно он существует! Вам что, никогда не было холодно?». Студенты начали посмеиваться над странным вопросом своего коллеги."
3037,"Молодой человек ответил: «На самом деле, сэр, холода не существует. Согласно физическим законам, то, что мы называем холодом, есть отсутствие тепла. Каждое тело или объект может быть охарактеризован тем, что он отдаёт или принимает энергию. Абсолютный нуль (-273 С) является полным отсутствием тепла. Все процессы при этом становятся инертными, и реакции при этой температуре не идут. Холода не существует. Мы придумали это слово для того, чтобы описать наши ощущения, когда нет тепла»."
3038,"Студент продолжил: «Профессор, существует ли темнота?» Профессор ответил: «Конечно, существует!» Студент ответил: «Вы снова неправы, сэр. Темноты не существует. В действительности, темнота – это отсутствие света. Мы можем изучать свет, но не темноту. К примеру, мы можем использовать призму Ньютона для того, чтобы разложить белый свет на множество составляющих и изучить различные длины волн для каждого из цветов. Но невозможно измерить темноту. Простой луч света может проникнуть в мир тьмы и осветить его. Как вы можете узнать, насколько тёмным является то или иное пространство? Вы просто измеряете количество света, присутствующего в нём. Верно? Темнота – это термин, используемый человеком для того, чтобы описать, что происходит, когда нет света."
3039,"Наконец молодой человек спросил профессора: «Сэр, существует ли зло?» Профессор без сомнения ответил: «Конечно, как я уже сказал. Мы видим его каждый день. Оно – ежедневный пример человеческой негуманности. Это совокупность преступности и насилия по всему миру. Всё это ничто иное, как зло»."
3040,"Студент ответил на это: «Зла не существует, сэр, или, как минимум, его не существует самого по себе. Зло – это просто отсутствие Бога. Это, как холод и темнота, слово, которое человек придумал для того, чтобы описать отсутствие Бога. Бог не создавал зла. Зло это не то же, что вера или любовь, которые существуют, также, как свет и тепло. Зло - результат того, что человек не несёт в сердце любовь к Богу. Это как холод, который наступает, когда нет тепла, или как тьма, которая приходит, когда нет света»."
3041,Профессор сел. Молодого студента звали Альберт Эйнштейн.
3042,"Давным-давно в моём городе открылся огромный супермаркет. Это было воистину колоссальное явление для такого маленького и грязного промышленного городишки, коим и являлся моя малая Родина. Вокруг его названия витало множество слухов. Кто-то думал, что его назвали «Кит» из-за его размеров - по ним он превосходил даже центральный рынок, здание которого, вместе с прилегающими к нему палатками, где местные торгаши продавали шаурму и китайскую одежду, выглядело весьма внушительным. А кто-то думал, что это из-за особой категории потребителя - большого, толстого дяди, с полным чемоданом денег, на что намекала большая вывеска с изображением фурри-кита в цилиндре, смокинге и с курительной трубкой во рту. Так же были многочисленные попытки расшифровать «кит» как аббревиатуру. Но всё это, как оказалось, не имело никакого отношения к суровой реальности."
3043,"Стоит рассказать побольше о местоположении это объекта на территории города. Огромных размеров здание, со стенами из стекла и бетона, сдобренного облицовкой из плитки синих и голубоватых тонов, находилось отнюдь не в центре города. Напротив, оно находилось на большом пустыре, рядом с кладбищем."
3044,"В нашей компании вокруг «кита» был ажиотаж и однажды я со своим товарищем решили зайти туда, так сказать, на разведку. Было раннее субботнее утро. Мы с другом сели в пустой троллейбус. Молодая и симпатичная кондукторша в старенькой потрепанной кофточке и в выцветших джинсах, с образовавшейся от времени бахромой на концах штанин обилетила нас. На полпути к нашей остановке мы с приятелем разговорились о «ките». Мы болтали с ним о том, как на нас будут смотреть, спрашивать, интересоваться наши общие знакомые, которые ещё не были в таком известном и обсуждаемом месте. Беседовали мы довольно громко, не боясь кого-нибудь потревожить, ведь больше пассажиров, кроме нас не было. Но вдруг я нечаянно взглянул на кондукторшу, и увидел её пристальный, с таким прищуром взгляд, как будто она что-то знала о нашей дальнейшей судьбе, но ничего не говорила. Сразу отвернувшись, она начала накручивать на пальце ленту ещё не проданных билетов, будто ничего и не было. Я не придал этому особого значения, подумав, что ей просто не нравится наше поведение. Друг же вообще ничего не заметил. "
3045,"Мы вышли, доехав без происшествий до нужной остановки, и перед нашим взором предстал ОН. Вблизи «Кит» выглядел ещё больше чем издалека, но что-то было не так. Стоянка перед ним была почти полностью забита машинами, но здесь не было ни одного человека. Друг даже в шутку предложил угнать матёрый лексус, мимо которого мы проходили. "
3046,"Оказавшись в вестибюле мы, наконец, увидели небольшое количество посетителей, блуждающих то там, то сям, как призраки в старом готичном замке, и представителей охраны, делавших тоже самое. Всего в здании было два этажа. Для начала мы решили исследовать второй этаж. Уж сильно нам приглянулась широкая длинная лестница. Походив по коридорам второго этажа, среди витрин, за которыми находились всякого рода одежда, игрушки для детей, рыболовные снасти, книги и много чего другого, мы так и ничем не заинтересовались. Это был самый обычный второй этаж самого обычного супермаркета. За исключением одного, а именно лестницы – эскалатора, в задней части зала, ведущего вниз, и мы решили на ней прокатиться. Должен сказать, эта лестница была со всех сторон, кроме входа и выхода огорожена стенками и потолком, эдакий тоннель, ведущий если не на первый этаж, то в какой-нибудь подвал уж точно. "
3047,"Прокатившись с ветерком по эскалатору, мы попали на первый этаж. Тут вообще никого не было, только ряды с продуктами и различными бытовыми товарами, да пара колясок для перевозки оных, от места их расположения до кассы, которые были либо пустые, либо наполовину полные. В процессе блуждания меж торговых рядов я обнаружил, что тут нет ни одной камеры наблюдения, ни одной кассы, и ни одного выхода, кроме той лестницы – эскалатора, которую мы благополучно потеряли из виду. Так же я убедился, что тут действительно никого нет. У нас созрел хитрый план, подошедши к ряду с всякими сникерсами, мы осторожно взяли себе по паре, и тут же их съели. Обёртки убрали по карманам. Ничего после этого не последовало. Переглянувшись, мы поняли, что мы – в продуктовом раю. Мы ели всякие дорогие деликатесы, которые нам вообще были не по карману, бесплатно, и безнаказанно. Покушав немного красной икры, мы решили, что нам не хватает выпивки. Решили взять пивка, когда мы его выбирали, мой взгляд пал на легендарный хеннесси. Тут же решили его продегустировать. Коньяк оказался настолько восхитительным, что мы не могли остановиться, и вскрыли ещё несколько бутылок. По достоинству оценив качество этого напитка богов, нас потянуло в сон. Мы улеглись отдохнуть, уже ничто нас не могло напугать. Я смахнул рукой содержимое средней полки, забрался в освобождённое место и уснул, положив под голову мешочек с крупой. Друг же разлёгся неподалёку от меня, на полу, и тоже использовал в качестве подушки мешок с каким-то сыпучим материалом."
3048,"Проснулся я когда было уже довольно поздно. Выбравшись из своей импровизированной койки, я обнаружил отсутствие друга. Я немного испугался. Безрезультатно пытаясь докричаться до него, я достал мобильник. Он не работал. Ещё немного поаукав, я решил найти его так. Наверняка он не мог далеко уйти. Я бродил среди рядов, не обращая внимания на всевозможные товары. Вскоре я начал обращать внимание на предметы, названия и цель которых нам не была известна, это были всевозможные устройства, ранее мной не виданные, пластиковые крышки, какой-то непонятной формы, в общем, создалось в ощущение, что я в какой-то магической лавке."
3049,"Вдруг мне послышались голоса, и я решил идти на них. Я прошёл метров 20 среди бесконечных рядов с товарами, голоса слышались отчётливее, они были высокими и скрипучими, среди них отчётливо слышались крики и стоны. Я подходил ещё ближе, но уже с осторожностью, голоса становились всё внятнее, но всё равно я не мог понять, о чём там они говорят. Наконец я дошёл почти до того места, откуда издавались эти звуки. Это было в соседнем ряду. Я с опаской заглянул за угол, и то, что я там увидел, поразило меня до глубины души. У меня задрожали колени, руки, челюсти. Даже волосы на голове моментально приподнялись. Я увидел как какая-то человекоподобная тварь с зелёной, морщинистой рожей, ебала своим огромным хуйцом моего друга. В прямом смысле этого слова. В жопу. Без вазелина. Вся его спина, шея и затылок были залиты спермой. Мой друг страдал, он был даже не в состоянии закрыть рот, чтобы из него не вытекали слюни. Но ему ничего не оставалось делать, кроме как стонать и кричать от боли. В сторонке стояли и веселились ещё две твари, видимо уже удовлетворившиеся. Меня они не видели, я наблюдал на это из-за стенда с строительными сетками, через которые мне было хорошо всё видно, а они меня заметить не могли. Судя по увеличению скорости фрикций, тварь собиралась кончать. Через полминуты она кончила. Мой друг обоссался. Тварь отошла к двум другим и они начали что то обсуждать. Мой друг лежал на полу, в луже мочи, из его порванного ануса вытекала густая сперма, вперемешку с кровью и говном, которое недавно было сникерсами, икрой и прочими деликатесами. До этого момента я не мог даже пошевелиться, в голове у меня было полное смятение, но немного придя в себя, я узнал в одной из тварей черты лица той симпатичной кондукторши, с которой мы ехали сегодня. Точно! Это была она, та же кофточка, те же джинсы!"
